Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ)
06.06.2024;CEST;05:45;06:00;MW;0,000;0,000;3,000;1,000;4,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;06:00;06:15;MW;0,000;0,000;0,000;0,000;0,000;22,000;0,000;1,000;1,000;24,000
06.06.2024;CEST;06:15;06:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,000;1,000
06.06.2024;CEST;06:30;06:45;MW;0,000;0,000;3,000;1,000;4,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;06:45;07:00;MW;0,000;0,000;4,000;1,000;5,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;07:00;07:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;07:15;07:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;07:45;08:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;08:00;08:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;09:00;09:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;10:00;10:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;11:45;12:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;12:00;12:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;12:15;12:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;13:00;13:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;13:30;13:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;14:15;14:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;14:30;14:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;15:00;15:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;15:15;15:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;15:30;15:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;15:45;16:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;16:00;16:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;16:15;16:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;16:30;16:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;16:45;17:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;17:00;17:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;17:15;17:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;17:30;17:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;17:45;18:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;18:00;18:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;18:15;18:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;18:30;18:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;18:45;19:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;19:00;19:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;19:15;19:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;19:30;19:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;19:45;20:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;20:00;20:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;20:15;20:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;20:30;20:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;20:45;21:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;21:00;21:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;21:15;21:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;21:30;21:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;21:45;22:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;22:00;22:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;22:15;22:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;22:30;22:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;22:45;23:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;23:00;23:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;23:15;23:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;23:30;23:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
06.06.2024;CEST;23:45;00:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;00:00;00:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;00:15;00:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;00:30;00:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;01:00;01:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;01:15;01:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;01:30;01:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;02:00;02:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;02:15;02:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;02:30;02:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;03:00;03:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;03:15;03:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;03:30;03:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;03:45;04:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;04:00;04:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;04:15;04:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;04:30;04:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;04:45;05:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;05:00;05:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;05:15;05:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;05:30;05:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;05:45;06:00;MW;0,000;0,000;148,000;1,000;149,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;06:00;06:15;MW;40,000;1,000;165,000;85,000;291,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;06:15;06:30;MW;40,000;0,000;164,000;31,000;235,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;06:30;06:45;MW;0,000;0,000;116,000;1,000;117,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;06:45;07:00;MW;0,000;0,000;116,000;1,000;117,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;07:00;07:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;07:15;07:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;07:45;08:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;08:00;08:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;09:00;09:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;10:00;10:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;11:45;12:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;12:00;12:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;12:15;12:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;13:00;13:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;13:30;13:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;14:15;14:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;14:30;14:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;15:00;15:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;15:15;15:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;15:30;15:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;15:45;16:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;16:00;16:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;16:15;16:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;16:30;16:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;16:45;17:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;17:00;17:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;17:15;17:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;17:30;17:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;17:45;18:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;18:00;18:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;18:15;18:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;18:30;18:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;18:45;19:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;19:00;19:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;19:15;19:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;19:30;19:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;19:45;20:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;20:00;20:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;20:15;20:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;20:30;20:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;20:45;21:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;21:00;21:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;21:15;21:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;21:30;21:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;21:45;22:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;22:00;22:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;22:15;22:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;22:30;22:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;22:45;23:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;23:00;23:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;23:15;23:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;23:30;23:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
07.06.2024;CEST;23:45;00:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;00:00;00:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;00:15;00:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;00:30;00:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;01:00;01:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;01:15;01:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;01:30;01:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;02:00;02:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;02:15;02:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;02:30;02:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;03:00;03:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;03:15;03:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;03:30;03:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;03:45;04:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;04:00;04:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;04:15;04:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;04:30;04:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;04:45;05:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;05:00;05:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;05:15;05:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;05:30;05:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;05:45;06:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;06:00;06:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;06:15;06:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;06:30;06:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;06:45;07:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;07:00;07:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;07:15;07:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;07:45;08:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;08:00;08:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;09:00;09:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;10:00;10:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;11:45;12:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;12:00;12:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;12:15;12:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;13:00;13:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
08.06.2024;CEST;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
